adresse;année agrément;bailleur;nombre total de logements financés;dont nombre de logements PLUS;dont nombre de logements PLUS CD;dont nombre de logements PLA I;dont nombre de logements PLS;mode de réalisation;Commentaires;arrondissement;nature de programme;xy
6-10, RUE D'ALIGRE;2011;TOIT&JOIE;4;4;;;;acquisition conventionnement;;75012;logement familial;48.848229, 2.377589
6-16 RUE DAUBIGNY;2002;SAGI;121;121;;;;acquisition réhabilitation;;75017;logement familial;48.885231, 2.308401
61-63 RUE BEAUBOURG;2005;SEM CENTRE;8;4;;4;;acquisition réhabilitation;;75003;logement familial;48.863043, 2.354415
62-62 BIS, RUE OBERKAMPF;2012;RIVP;17;8;;7;2;construction neuve;;75011;logement familial;48.86542, 2.376698
62-64, RUE PLANCHAT;2009;TOIT&JOIE;36;15;;;21;acquisition conventionnement;;75020;logement familial;48.856515, 2.396196
63 A 75 BD DIDEROT 20 A 20BIS RUE DE REUILLY (CASERNE DE REUILLY LOT A);2015;PARIS HAB;91;27;;44;20;construction neuve;;75012;logement familial;48.848091, 2.384033
63 RUE DE GRENELLE;2002;FREHA;1;;;1;;acquisition réhabilitation;;75015;logement familial;48.851806, 2.285572
63, RUE DE LOURMEL;2013;SIEMP;24;24;;;;acquisition conventionnement;;75015;logement familial;48.846172, 2.288553
63, RUE DU CHEVALERET (SENGHOR);2016;ADOMA;240;;;240;;construction neuve;Résidence social issue du plan de traitement des foyers de travailleurs migrants;75013;foyer de travailleurs migrants;48.828129, 2.376439
64 RUE SAINT HONORE;2008;ELOGIE;12;12;;;;acquisition conventionnement;;75001;logement familial;48.861319, 2.343551
64, RUE PAJOL;2013;ERILIA;10;4;;1;5;acquisition réhabilitation;;75018;logement familial;48.89262, 2.363537
64, RUE RIQUET;2009;IMM 3F;27;;;;27;acquisition réhabilitation;;75019;logement familial;48.889731, 2.36839
65, BD KELLERMANN;2013;ELOGIE;1;1;;;;acquisition conventionnement;;75013;logement familial;48.820546, 2.350003
66-68, BD SOULT;2015;RIVP;248;98;;75;75;acquisition conventionnement;;75012;logement familial;48.843489, 2.410262
66-70, RUE CROZATIER 2-10, PASSAGE BRULON 39- 41, RUE DE CITEAUX;2005;SAGI;12;;;;12;construction neuve;;75012;logement familial;48.849948, 2.379363
67-69, RUE DE BAGNOLET;2013;RIVP;23;;;;23;acquisition conventionnement;;75020;logement familial;48.857824, 2.399532
6-8 IMPASSE BARRIER;2006;SIEMP;13;13;;;;construction neuve;;75012;logement familial;48.847901, 2.379717
6-8 PASSAGE DE LA BRIE;2006;SIEMP;9;9;;;;construction neuve;;75019;logement familial;48.881036, 2.372049
6-8 RUE DES THERMOPYLES 13-15 RUE DE PLAISANCE;2010;PARIS HAB;1;;;1;;construction neuve;régularisation sur agrément antérieur;75014;maison relais;48.832486, 2.319278
68 RUE DU MOULIN VERT;2006;SIEMP;3;;;3;;acquisition réhabilitation;;75014;logement familial;48.831063, 2.320606
68, BD VINCENT AURIOL;2009;COALLIA;164;;;164;;construction neuve;Résidence social issue du plan de traitement des foyers de travailleurs migrants;75013;foyer de travailleurs migrants;48.834442, 2.365841
6-8, RUE DULAC;2002;IMM 3F;48;36;;12;;acquisition conventionnement;;75015;logement familial;48.843217, 2.315458
69, RUE DES ORTEAUX;2014;RES.L.F.;10;;;;10;construction neuve;;75020;logement familial;48.856325, 2.404362
7 CITE HITTORF;2015;AXIMO;1;1;;;;acquisition conventionnement;;75010;logement familial;48.871702, 2.358758
7 IMPASSE BONNE NOUVELLE;2007;SABLIERE;19;19;;;;construction neuve;;75010;logement familial;48.870965, 2.350614
7, RUE DE HANOVRE;2010;ELOGIE;5;4;;1;;acquisition réhabilitation;;75002;logement familial;48.870138, 2.335225
7, RUE DE PUTEAUX;2003;LERICHEMONT;25;;;25;;acquisition réhabilitation;Résidence social issue du plan de traitement des foyers de travailleurs migrants;75017;foyer de travailleurs migrants;48.883063, 2.321756
7, RUE D'ODESSA;2015;PARIS HAB;8;4;;4;;acquisition conventionnement;;75014;logement familial;48.84276, 2.324511
7, RUE JARRY;2015;ELOGIE;8;3;;5;;construction neuve;;75010;logement familial;48.873972, 2.355905
7, RUE PAJOU;2013;RIVP;2;2;;;;construction neuve;;75016;résidence pour personnes âgées;48.856644, 2.272841
70 RUE DES POISSONNIERS;2005;SEMIDEP;27;;;27;;acquisition réhabilitation;;75018;foyer pour jeunes travailleurs ou résidence pour jeunes;48.890752, 2.351622
70 RUE LEON FROT 2, RUE DE LA FOLIE REGNAULT;2009;ELOGIE;30;17;;8;5;acquisition réhabilitation;;75011;logement familial;48.861099, 2.385983
70, RUE DU CHEMIN VERT;2016;RIVP;60;60;;;;construction neuve;;75011;résidence pour étudiants;48.86006, 2.378066
70-72, RUE D'AUBERVILLIERS;2015;ERIGERE;6;;;;6;construction neuve;;75019;logement familial;48.888434, 2.367809
14-16 RUE HELENE;2005;SNL-PROLOG;1;;;1;;acquisition réhabilitation;;75017;logement familial;48.886258, 2.324623
14-16, RUE DU MAROC;2008;PARIS HAB;46;28;;;18;construction neuve;;75019;logement familial;48.886389, 2.369725
14-18, RUE CAUCHY;2002;ELOGIE;92;58;;14;20;acquisition conventionnement;;75015;logement familial;48.842888, 2.27612
144-146, RUE DU FG SAINT DENIS 7-23, RUE D'ALSACE;2007;ATEMI;10;;;;10;construction neuve;;75010;logement familial;48.877794, 2.356452
144-160 RUE DE LA TOMBE ISSOIRE BD JOURDAN;2007;LOGIS.TR.;344;;;;344;construction neuve;projet abandonné refinancé;75014;résidence pour étudiants;48.822451, 2.330323
147, RUE D'AVRON;2013;PARIS HAB;7;7;;;;construction neuve;;75020;logement familial;48.853512, 2.410154
149-151, RUE DU FG SAINT DENIS (LOGTS D'INSERTION );2007;SNL-PROLOG;1;;;1;;acquisition conventionnement;;75010;logement familial;48.878444, 2.356579
15 RUE BARBETTE;2008;ELOGIE;8;8;;;;acquisition conventionnement;;75003;logement familial;48.859046, 2.3602
15 RUE DE L'AQUEDUC;2007;ELOGIE;23;14;;9;;acquisition réhabilitation;;75010;logement familial;48.880323, 2.359336
15 RUE DES INNOCENTS;2008;ELOGIE;12;12;;;;acquisition conventionnement;;75001;logement familial;48.860473, 2.347018
15, RUE BOINOD;2007;SIEMP;5;5;;;;construction neuve;;75018;logement familial;48.892919, 2.350445
15-21, RUE DES NANETTES;2002;ELOGIE;78;40;;12;26;acquisition conventionnement;;75011;logement familial;48.864705, 2.384464
15-23, AVENUE CLAUDE REGAUD / 49 BOUTROUX / 8 - 16 BEDIER / 6 YERSIN;2004;PARIS HAB;15;15;;;;construction neuve;;75013;logement familial;48.821471, 2.372502
155, AVENUE DE VERSAILLES;2012;ADOMA;37;;;37;;acquisition réhabilitation;;75016;foyer pour jeunes travailleurs ou résidence pour jeunes;48.841499, 2.266795
157, RUE SAINT JACQUES;2003;PARIS HAB;9;9;;;;acquisition réhabilitation;;75005;logement familial;48.846351, 2.343237
16 A 20, RUE ORTOLAN 41 A 55, RUE MOUFFETARD 17 A 23 RUE SAINT MEDARD;2011;RIVP;33;33;;;;acquisition conventionnement;;75005;logement familial;48.844305, 2.349224
16, RUE NELATON;2015;RIVP;28;8;;14;6;acquisition réhabilitation;;75015;logement familial;48.853031, 2.28763
16, VILLA SAINT JACQUES;2016;IMM 3F;23;12;;11;;acquisition réhabilitation;;75014;logement familial;48.832011, 2.334499
16-20 ET 22-22 BIS, RUE TURGOT;2010;TOIT&JOIE;19;13;;6;;acquisition réhabilitation;;75009;logement familial;48.881206, 2.345038
165 RUE PELLEPORT;2001;IMM 3F;86;40;;;46;acquisition conventionnement;;75020;logement familial;48.874748, 2.39779
166, QUAI DE JEMMAPES;2015;AXIMO;47;;;;47;acquisition conventionnement;;75010;logement familial;48.878325, 2.366729
17 RUE PAJOL (LOT 3);2005;SAGI;12;12;;;;acquisition réhabilitation;;75018;logement familial;48.885899, 2.360728
17 RUE VERTBOIS 47 RUE VOLTA;2007;SIEMP;7;4;;3;;acquisition réhabilitation;;75003;logement familial;48.866962, 2.358084
17, RUE DU FG SAINT DENIS;2007;ANTIN;20;;;20;;acquisition réhabilitation;;75010;maison relais;48.870361, 2.352915
17, RUE GROS;2013;ELOGIE;6;3;;3;;construction neuve;;75016;logement familial;48.851189, 2.276235
17, RUE RAMPONEAU;2008;SIEMP;7;4;;3;;acquisition réhabilitation;;75020;logement familial;48.871221, 2.379671
170, RUE SAINT CHARLES - 55 RUE DES BERGERS;2006;PARIS HAB;48;38;;10;;acquisition conventionnement;;75015;logement familial;48.841441, 2.280841
17-19 RUE COURAT;2012;RIVP;76;;;;76;acquisition conventionnement;;75020;logement familial;48.857682, 2.405594
17-19, RUE VISCONTI;2014;ELOGIE;7;7;;;;acquisition conventionnement;;75006;logement familial;48.855824, 2.334887
17-21, RUE DE LA CHAPELLE;2014;EFIDIS;111;111;;;;construction neuve;;75018;résidence pour étudiants;48.891803, 2.359671
177, RUE DE BAGNOLET;2015;HSF;8;;;;8;construction neuve;;75020;logement familial;48.864188, 2.407913
18 A 26, RUE VIALA (CAF);2007;SEMPSEINE;39;31;;8;;construction neuve;;75015;logement familial;48.85028, 2.289929
18 RUE DE BEAUREGARD;2010;SIEMP;4;3;;1;;construction neuve;;75002;logement familial;48.869205, 2.34901
18 RUE DES HALLES;2008;ELOGIE;5;5;;;;acquisition conventionnement;;75001;logement familial;48.85998, 2.346692
18 RUE GEOFFROY L'ANGEVIN;2010;SIEMP;6;6;;;;construction neuve;;75004;logement familial;48.860776, 2.35386
18, RUE BEAUNIER;2010;PARIS HAB;8;5;;3;;acquisition réhabilitation;;75014;logement familial;48.824193, 2.330084
18, RUE DU PETIT MUSC;2014;PARIS HAB;15;7;;4;4;acquisition conventionnement;;75004;logement familial;48.852245, 2.363693
180 RUE PELLEPORT;2016;CASVP;94;94;;;;construction neuve;;75020;établissement d'hébergement pour personnes âgées dépendantes;48.874515, 2.398024
181 AV JEAN JAURES;2005;SIEMP;10;5;;;5;acquisition réhabilitation;;75019;logement familial;48.887801, 2.388728
18-20 RUE DE LA FORGE ROYALE;2009;SIEMP;3;3;;;;acquisition réhabilitation;;75011;logement familial;48.851772, 2.380745
18-24, RUE DURIS;2014;RIVP;56;;;;56;acquisition conventionnement;;75020;logement familial;48.865275, 2.387943
183-185, RUE DU CHEVALERET;2016;SIEMP;433;;;;433;acquisition conventionnement;;75013;logement familial;48.833771, 2.368492
188, RUE PELLEPORT;2009;RIVP;22;13;;2;7;acquisition conventionnement;;75020;logement familial;48.875081, 2.397985
189, RUE DE CHARONNE;2011;PARIS HAB;24;15;;4;5;acquisition réhabilitation;;75011;logement familial;48.856207, 2.393044
19, PASSAGE DU NORD;2005;SAGI;10;;;;10;acquisition réhabilitation;;75019;logement familial;48.884957, 2.382465
19, RUE BOURGON;2014;PARIS HAB;2;2;;;;construction neuve;;75013;logement familial;48.822919, 2.356451
19, RUE DE JOUY 28-38, RUE GEOFFROY L'ASNIER;2015;RIVP;37;15;;19;3;acquisition conventionnement;;75004;logement familial;48.854797, 2.356515
19, RUE DE LA CONDAMINE;2015;RIVP;9;4;;5;;acquisition réhabilitation;;75017;logement familial;48.88726, 2.323543
19, RUE HENRI POINCARE;2012;PARIS HAB;2;2;;;;construction neuve;;75020;logement familial;48.870929, 2.400918
192, BD DE LA VILLETTE;2014;ADOMA;3;;;3;;acquisition réhabilitation;;75019;foyer pour jeunes travailleurs ou résidence pour jeunes;48.882015, 2.370538
19-21,23,27,29 , RUE SAINT PAUL 1-3, RUE CHARLEMAGNE;2011;RIVP;93;93;;;;acquisition conventionnement;;75004;logement familial;48.855047, 2.360512
19-23 RUE EMILE DUPLOYE -LOT 7A;2005;PARIS HAB;9;9;;;;construction neuve;;75018;logement familial;48.889681, 2.355143
19-23, RUE MATHIS 30-34, RUE ARCHEREAU;2013;SIEMP;198;;;;198;acquisition conventionnement;;75019;logement familial;48.890586, 2.372894
193, RUE SAINT CHARLES;2004;RIVP;48;;;48;;acquisition réhabilitation;;75015;foyer pour jeunes travailleurs ou résidence pour jeunes;48.840579, 2.280431
194-196, RUE LECOURBE;2014;RES.L.F.;35;5;;4;26;construction neuve;;75015;logement familial;48.840595, 2.295986
2 A 10, RUE LE DANTEC;2012;PARIS HAB;1;1;;;;construction neuve;;75013;logement familial;48.829155, 2.346796
2 RUE COURNOT;2008;ELOGIE;1;;;1;;acquisition réhabilitation;;75015;logement familial;48.840157, 2.292973
2 RUE DU LIEUTENANT COLONEL DEPORT;2009;ELOGIE;1;1;;;;acquisition réhabilitation;;75016;logement familial;48.83928, 2.255766
2 RUE PIERRE LESCOT;2008;ELOGIE;17;17;;;;acquisition conventionnement;;75001;logement familial;48.861161, 2.347949
2, IMPASSE GIRARDON;2008;FREHA;3;;;3;;acquisition réhabilitation;projet abandonné refinancé;75018;logement familial;48.887928, 2.337121
2, RUE ALBERT CAMUS;2005;RIVP;83;42;;21;20;acquisition conventionnement;;75010;logement familial;48.877786, 2.368531
2, RUE COURNOT;2014;ELOGIE;1;1;;;;acquisition réhabilitation;;75015;logement familial;48.840157, 2.292973
2, RUE VOLTAIRE;2012;ELOGIE;16;10;;3;3;acquisition conventionnement;;75011;logement familial;48.852236, 2.389768
20 RUE BICHAT;2010;COALLIA;22;;;22;;construction neuve;Résidence social issue du plan de traitement des foyers de travailleurs migrants;75010;site de desserrement de foyer de travailleur migrant;48.870659, 2.368691
20, RUE EMILE CHAINE;2008;SIEMP;3;;;3;;acquisition réhabilitation;;75018;logement familial;48.893059, 2.351207
202, RUE DE LA CONVENTION;2013;PARIS HAB;13;5;;5;3;acquisition conventionnement;;75015;logement familial;48.837002, 2.296813
20-22, RUE DESCARTES 4-6, RUE SAINT ETIENNE DU MONT;2011;RIVP;8;8;;;;acquisition conventionnement;;75005;logement familial;
20-24 RUE BASFROI;2011;PARIS HAB;54;29;;15;10;construction neuve;;75011;logement familial;48.854835, 2.379457
20-26, RUE DE L'INTERNE LOEB 53, RUE DES PEUPLIERS;2004;PARIS HAB;5;5;;;;construction neuve;;75013;logement familial;48.822386, 2.353987
205-213 BD VINCENT AURIOL;2001;RIVP;163;163;;;;acquisition conventionnement;;75013;résidence pour étudiants;48.830766, 2.356722
208, RUE DU FAUBOURG SAINT DENIS;2013;RIVP;12;7;;3;2;construction neuve;;75010;logement familial;48.882311, 2.358844
21, RUE BISSON;2005;RIVP;10;;;;10;construction neuve;;75020;logement familial;48.870666, 2.380687
21, RUE DE LA REINE BLANCHE;2012;TOIT&JOIE;1;1;;;;acquisition conventionnement;;75013;logement familial;48.836366, 2.353639
21, RUE DE PROVENCE 18 RUE CHAUCHAT;2004;ELOGIE;11;11;;;;acquisition réhabilitation;;75009;logement familial;48.874444, 2.339736
21, RUE GALANDE ET 2 RUE DES ANGLAIS;2006;PARIS HAB;29;24;;5;;acquisition conventionnement;;75005;logement familial;48.850836, 2.34774
21, RUE PAJOL - 65 RUE PHILIPPE DE GIRARD;2007;RIVP;146;;;;146;construction neuve;;75018;résidence pour étudiants;48.887291, 2.360799
2-12, RUE EMILE FAGUET 5-7, RUE MONTICELLI;2014;RIVP;34;32;;2;;acquisition conventionnement;;75014;logement familial;48.821316, 2.329888
21-25, PASSAGE CHARLES DALLERY;2011;BATIGERE;11;9;;2;;construction neuve;;75011;logement familial;48.855637, 2.37729
217-223, RUE DES PYRENEES 30-38, RUE RAMUS;2001;PARIS HAB;4;4;;;;construction neuve;;75020;logement familial;48.862765, 2.398637
2-2 BIS, RUE JEAN CALVIN;2015;RIVP;24;10;;12;2;acquisition conventionnement;;75005;logement familial;48.841576, 2.349242
22 RUE BERANGER (RS);2004;ADOMA;10;;;10;;construction neuve;;75003;résidence sociale pour démuni;48.866535, 2.36353
22 RUE DURANTON;2007;RIVP;13;;;13;;construction neuve;;75015;maison relais;48.839973, 2.286294
2-2 TER, RUE DES ARQUEBUSIERS;2011;RIVP;11;11;;;;acquisition conventionnement;;75003;logement familial;48.85936, 2.36682
22, RUE PRADIER;2012;SABLIERE;8;;;2;6;construction neuve;;75019;logement familial;48.875863, 2.382224
222, RUE DE CHARENTON;2016;HSF;22;6;;11;5;construction neuve;;75012;logement familial;48.840216, 2.38811
22-24 RUE BALARD 2 RUE DES CEVENNES;2005;RIVP;156;;;156;;acquisition réhabilitation;;75015;foyer pour jeunes travailleurs ou résidence pour jeunes;48.843962, 2.277232
22-24 RUE CLAUDE TILLIER, 18-20 PASSAGE DU GENIE;2006;COALLIA;210;;;210;;construction neuve;Résidence social issue du plan de traitement des foyers de travailleurs migrants;75012;foyer de travailleurs migrants;48.848648, 2.388764
22-24, PLACE DENFERT ROCHEREAU;2010;RIVP;12;;;12;;construction neuve;;75014;centre d'hébergement d'urgence;48.833879, 2.330976
22-30 BD DE LA CHAPELLE;2010;SIEMP;46;28;;9;9;construction neuve;;75018;logement familial;48.884548, 2.361569
228 RUE LECOURBE;2011;ELOGIE;2;2;;;;acquisition réhabilitation;;75015;logement familial;48.83979, 2.293363
23 RUE BECCARIA 12 PLACE D'ALIGRE;2005;ESPACILHAB;45;;;45;;acquisition réhabilitation;;75012;foyer pour jeunes travailleurs ou résidence pour jeunes;48.848266, 2.378601
23 RUE BECCARIA 12 PLACE D'ALIGRE;2005;ESPACILHAB;23;;;;23;acquisition réhabilitation;;75012;résidence pour étudiants;48.848266, 2.378601
23 RUE DE L'HIRONDELLE;2004;SIEMP;8;6;;2;;acquisition réhabilitation;;75006;logement familial;48.853585, 2.342914
23, RUE DE VARIZE - 40-44, RUE GENERAL DELESTRAINT;2007;PARIS HAB;48;32;;;16;construction neuve;projet abandonné refinancé;75016;logement familial;48.842096, 2.258271
141, RUE DE CHARONNE;2010;SEMIDEP;12;8;;4;;construction neuve;;75011;logement familial;48.85528, 2.387759
14-16, RUE DENOYEZ;2008;SIEMP;14;8;;6;;acquisition réhabilitation;;75020;logement familial;48.871781, 2.378507
144, RUE DE RIVOLI;2008;PARIS HAB;8;4;;4;;construction neuve;projet abandonné;75001;logement familial;48.860434, 2.342658
144-146, RUE DU FG SAINT DENIS 7-23, RUE D'ALSACE;2009;RIVP;3;2;;;1;construction neuve;;75010;logement familial;48.877794, 2.356452
148 BD VOLTAIRE (BAT B);2002;LOGIS.TR.;27;27;;;;acquisition réhabilitation;;75011;logement familial;48.85638, 2.382166
148-150, BD VINCENT AURIOL;2012;PARIS HAB;25;18;;;7;construction neuve;;75013;résidence pour étudiants;48.832473, 2.36007
149, AVENUE DE CLICHY;2015;RIVP;9;4;;5;;acquisition réhabilitation;;75017;logement familial;48.891326, 2.318632
15 RUE DAVID D'ANGERS;2007;COALLIA;98;;;98;;construction neuve;Résidence social issue du plan de traitement des foyers de travailleurs migrants;75019;foyer de travailleurs migrants;48.882717, 2.39037
15, RUE NICOLAS FORTIN;2012;PARIS HAB;1;1;;;;construction neuve;;75013;logement familial;48.829065, 2.357936
150 BD PEREIRE;2005;PARIS HAB;22;12;;10;;acquisition réhabilitation;;75017;logement familial;48.883414, 2.293869
150, RUE LA FAYETTE;2004;PARIS HAB;26;14;;6;6;acquisition réhabilitation;;75010;logement familial;48.878962, 2.355865
15-17 RUE EMILE DUPLOYE;2005;PARIS HAB;6;6;;;;construction neuve;;75018;logement familial;48.889482, 2.355144
154, AVENUE VICTOR HUGO;2012;RIVP;2;;;1;1;construction neuve;;75016;logement familial;48.866685, 2.278175
154, RUE DES DES POISSONNIERS;2008;SABLIERE;22;;;;22;acquisition conventionnement;;75018;logement familial;48.897876, 2.352731
154-156 RUE DE BELLEVILLE;2004;RIVP;47;;;;47;acquisition conventionnement;;75020;logement familial;48.875386, 2.391189
156-162 RUE DE SAUSSURE;2003;PARIS HAB;85;79;;;6;construction neuve;;75017;logement familial;48.89006, 2.305243
158, BD MAGENTA;2012;PARIS HAB;11;4;;3;4;acquisition réhabilitation;;75010;logement familial;48.882775, 2.35049
16 AV GAMBETTA;2016;ELOGIE;1;;;1;;acquisition réhabilitation;;75020;logement familial;48.863267, 2.389404
16 RUE GUENOT;2004;SAGECO;18;18;;;;acquisition conventionnement;;75011;logement familial;48.851814, 2.392139
16, CITE TREVISE;2006;PARIS HAB;6;6;;;;acquisition conventionnement;;75009;logement familial;48.874968, 2.347056
16, RUE DU ROI D'ALGER;2014;FREHA;19;;;19;;construction neuve;;75018;logement familial;48.895092, 2.347892
16, RUE LESAGE;2009;SIEMP;1;;;1;;acquisition réhabilitation;;75020;logement familial;48.87224, 2.381868
16, RUE PASCAL;2014;PARIS HAB;23;10;;6;7;acquisition conventionnement;;75005;logement familial;48.838241, 2.349429
161-161 BIS, RUE DE LA CONVENTION;2015;ADOMA;2;;;2;;construction neuve;Résidence social issue du plan de traitement des foyers de travailleurs migrants;75015;site de desserrement de foyer de travailleur migrant;48.838646, 2.293545
161-161BIS RUE DE LA CONVENTION;2006;SIEMP;34;34;;;;acquisition réhabilitation;;75015;résidence pour étudiants;48.838646, 2.293545
16-16 BIS, RUE SIBUET;2005;PARIS HAB;40;40;;;;acquisition conventionnement;;75012;logement familial;48.842179, 2.402349
16-16BIS, RUE DE NANTES;2009;SNL-PROLOG;1;;;1;;acquisition réhabilitation;;75019;logement familial;48.891838, 2.382182
16-18, RUE LAGHOUAT;2003;PARIS HAB;14;14;;;;construction neuve;;75018;logement familial;48.887931, 2.354848
16-22, RUE FERNAND LEGER (FOYER MURIERS);2007;COALLIA;240;;;240;;construction neuve;"résidence sociale issue du plan de traitement des foyers de travailleurs migrants;projet abandonné refinancé";75020;foyer de travailleurs migrants;48.864189, 2.390282
